backend,variant,nlev,nproma,cell_dist,parallelization,run_id,time_ms
cpu,3,90,81920,uniform,omp_for,25,0.751534000
cpu,3,90,81920,uniform,omp_for,26,0.748564000
cpu,3,90,81920,uniform,omp_for,27,0.763114000
cpu,3,90,81920,uniform,omp_for,28,0.732224000
cpu,3,90,81920,uniform,omp_for,29,0.743484000
cpu,3,90,81920,uniform,omp_for,30,0.722934000
cpu,3,90,81920,uniform,omp_for,31,0.761924000
cpu,3,90,81920,uniform,omp_for,32,0.741414000
cpu,3,90,81920,uniform,omp_for,33,0.749965000
cpu,3,90,81920,uniform,omp_for,34,0.718325000
cpu,3,90,81920,uniform,omp_for,35,0.740905000
cpu,3,90,81920,uniform,omp_for,36,0.736295000
cpu,3,90,81920,uniform,omp_for,37,0.730594000
cpu,3,90,81920,uniform,omp_for,38,0.740764000
cpu,3,90,81920,uniform,omp_for,39,0.764425000
cpu,3,90,81920,uniform,omp_for,40,0.748404000
cpu,3,90,81920,uniform,omp_for,41,0.735704000
cpu,3,90,81920,uniform,omp_for,42,0.739744000
cpu,3,90,81920,uniform,omp_for,43,0.734245000
cpu,3,90,81920,uniform,omp_for,44,0.741005000
cpu,3,90,81920,uniform,omp_for,45,0.767395000
cpu,3,90,81920,uniform,omp_for,46,0.749104000
cpu,3,90,81920,uniform,omp_for,47,0.759365000
cpu,3,90,81920,uniform,omp_for,48,0.755345000
cpu,3,90,81920,uniform,omp_for,49,0.722765000
cpu,3,90,81920,uniform,omp_for,50,0.785045000
cpu,3,90,81920,uniform,omp_for,51,0.733075000
cpu,3,90,81920,uniform,omp_for,52,0.724364000
cpu,3,90,81920,uniform,omp_for,53,0.758385000
cpu,3,90,81920,uniform,omp_for,54,0.736725000
cpu,3,90,81920,uniform,omp_for,55,0.711105000
cpu,3,90,81920,uniform,omp_for,56,0.739155000
cpu,3,90,81920,uniform,omp_for,57,0.743385000
cpu,3,90,81920,uniform,omp_for,58,0.709165000
cpu,3,90,81920,uniform,omp_for,59,0.731585000
cpu,3,90,81920,uniform,omp_for,60,0.740924000
cpu,3,90,81920,uniform,omp_for,61,0.734404000
cpu,3,90,81920,uniform,omp_for,62,0.757475000
cpu,3,90,81920,uniform,omp_for,63,0.723085000
cpu,3,90,81920,uniform,omp_for,64,0.674244000
cpu,3,90,81920,uniform,omp_for,65,0.756685000
cpu,3,90,81920,uniform,omp_for,66,0.738804000
cpu,3,90,81920,uniform,omp_for,67,0.729784000
cpu,3,90,81920,uniform,omp_for,68,0.755574000
cpu,3,90,81920,uniform,omp_for,69,0.715783000
cpu,3,90,81920,uniform,omp_for,70,0.743794000
