device,layout,run,ms,gbps
CPU,AoSoA-32,42,17.186279,249.91
CPU,AoSoA-32,43,17.204869,249.64
CPU,AoSoA-32,44,17.209760,249.57
CPU,AoSoA-32,45,17.202009,249.68
CPU,AoSoA-32,46,17.207299,249.60
CPU,AoSoA-32,47,17.213730,249.51
CPU,AoSoA-32,48,17.206710,249.61
CPU,AoSoA-32,49,17.207539,249.60
CPU,AoSoA-32,50,17.193940,249.80
CPU,AoSoA-32,51,17.209780,249.57
CPU,AoSoA-32,52,17.260600,248.83
CPU,AoSoA-32,53,17.417200,246.59
CPU,AoSoA-32,54,17.274719,248.63
CPU,AoSoA-32,55,17.235969,249.19
CPU,AoSoA-32,56,17.201220,249.69
CPU,AoSoA-32,57,17.233440,249.22
CPU,AoSoA-32,58,17.194399,249.79
CPU,AoSoA-32,59,17.253610,248.93
CPU,AoSoA-32,60,17.206149,249.62
CPU,AoSoA-32,61,17.211869,249.54
CPU,AoSoA-32,62,17.228310,249.30
CPU,AoSoA-32,63,17.182159,249.97
CPU,AoSoA-32,64,17.214400,249.50
CPU,AoSoA-32,65,17.255830,248.90
CPU,AoSoA-32,66,17.220549,249.41
CPU,AoSoA-32,67,17.217069,249.46
CPU,AoSoA-32,68,17.198460,249.73
CPU,AoSoA-32,69,17.223719,249.36
CPU,AoSoA-32,70,17.230300,249.27
CPU,AoSoA-32,71,17.235720,249.19
CPU,AoSoA-32,72,17.205639,249.63
CPU,AoSoA-32,73,17.198609,249.73
CPU,AoSoA-32,74,17.204980,249.64
CPU,AoSoA-32,75,17.230129,249.27
CPU,AoSoA-32,76,17.231980,249.24
CPU,AoSoA-32,77,17.214640,249.50
CPU,AoSoA-32,78,17.262029,248.81
CPU,AoSoA-32,79,17.260980,248.83
CPU,AoSoA-32,80,17.229560,249.28
CPU,AoSoA-32,81,17.227360,249.31
CPU,AoSoA-32,82,17.260120,248.84
CPU,AoSoA-32,83,17.247689,249.02
CPU,AoSoA-32,84,17.236139,249.18
CPU,AoSoA-32,85,17.244230,249.07
CPU,AoSoA-32,86,17.233400,249.22
CPU,AoSoA-32,87,17.216849,249.46
CPU,AoSoA-32,88,17.267040,248.74
CPU,AoSoA-32,89,17.227969,249.30
CPU,AoSoA-32,90,17.226750,249.32
CPU,AoSoA-32,91,17.265829,248.76
CPU,AoSoA-32,92,17.234200,249.21
CPU,AoSoA-32,93,17.220910,249.40
CPU,AoSoA-32,94,17.258310,248.86
CPU,AoSoA-32,95,17.225919,249.33
CPU,AoSoA-32,96,17.253479,248.93
CPU,AoSoA-32,97,17.244819,249.06
CPU,AoSoA-32,98,17.251180,248.97
CPU,AoSoA-32,99,17.257910,248.87
CPU,AoSoA-64,0,16.899628,254.15
CPU,AoSoA-64,1,16.935749,253.60
CPU,AoSoA-64,2,16.889658,254.30
CPU,AoSoA-64,3,16.874498,254.52
CPU,AoSoA-64,4,16.845108,254.97
CPU,AoSoA-64,5,16.864838,254.67
CPU,AoSoA-64,6,17.689331,242.80
CPU,AoSoA-64,7,16.890049,254.29
CPU,AoSoA-64,8,16.907258,254.03
CPU,AoSoA-64,9,16.869808,254.59
CPU,AoSoA-64,10,16.865539,254.66
CPU,AoSoA-64,11,16.857057,254.79
CPU,AoSoA-64,12,16.853888,254.84
CPU,AoSoA-64,13,16.846848,254.94
CPU,AoSoA-64,14,16.872758,254.55
CPU,AoSoA-64,15,16.935118,253.61
CPU,AoSoA-64,16,16.868729,254.61
CPU,AoSoA-64,17,16.870068,254.59
CPU,AoSoA-64,18,16.859528,254.75
CPU,AoSoA-64,19,16.877288,254.48
CPU,AoSoA-64,20,16.869288,254.60
CPU,AoSoA-64,21,16.911208,253.97
CPU,AoSoA-64,22,16.871398,254.57
CPU,AoSoA-64,23,16.850998,254.88
CPU,AoSoA-64,24,16.839338,255.06
CPU,AoSoA-64,25,16.829468,255.21
CPU,AoSoA-64,26,16.851418,254.87
CPU,AoSoA-64,27,16.839168,255.06
CPU,AoSoA-64,28,16.862499,254.71
CPU,AoSoA-64,29,16.897008,254.19
CPU,AoSoA-64,30,16.746578,256.47
CPU,AoSoA-64,31,16.866238,254.65
CPU,AoSoA-64,32,16.868938,254.61
CPU,AoSoA-64,33,16.865298,254.66
CPU,AoSoA-64,34,16.878188,254.47
CPU,AoSoA-64,35,16.891258,254.27
CPU,AoSoA-64,36,17.419340,246.56
CPU,AoSoA-64,37,17.649912,243.34
CPU,AoSoA-64,38,17.436580,246.32
CPU,AoSoA-64,39,17.289860,248.41
CPU,AoSoA-64,40,17.553951,244.67
CPU,AoSoA-64,41,17.411030,246.68
CPU,AoSoA-64,42,16.999018,252.66
CPU,AoSoA-64,43,16.911159,253.97
CPU,AoSoA-64,44,16.856588,254.79
CPU,AoSoA-64,45,16.860508,254.74
CPU,AoSoA-64,46,16.880548,254.43
CPU,AoSoA-64,47,16.845669,254.96
CPU,AoSoA-64,48,16.813917,255.44
CPU,AoSoA-64,49,16.917358,253.88
CPU,AoSoA-64,50,16.878498,254.46
CPU,AoSoA-64,51,16.900698,254.13
CPU,AoSoA-64,52,16.877618,254.48
CPU,AoSoA-64,53,16.879519,254.45
CPU,AoSoA-64,54,17.860542,240.47
CPU,AoSoA-64,55,16.933449,253.64
CPU,AoSoA-64,56,16.871717,254.57
CPU,AoSoA-64,57,16.848009,254.92
CPU,AoSoA-64,58,16.846778,254.94
CPU,AoSoA-64,59,16.832478,255.16
CPU,AoSoA-64,60,16.863718,254.69
CPU,AoSoA-64,61,16.883988,254.38
CPU,AoSoA-64,62,16.880168,254.44
CPU,AoSoA-64,63,16.860208,254.74
CPU,AoSoA-64,64,16.862768,254.70
CPU,AoSoA-64,65,17.608151,243.92
CPU,AoSoA-64,66,16.768488,256.13
CPU,AoSoA-64,67,16.888019,254.32
CPU,AoSoA-64,68,16.911998,253.96
CPU,AoSoA-64,69,16.852998,254.85
CPU,AoSoA-64,70,16.876728,254.49
CPU,AoSoA-64,71,16.812437,255.46
CPU,AoSoA-64,72,16.842338,255.01
CPU,AoSoA-64,73,16.853398,254.84
CPU,AoSoA-64,74,16.875328,254.51
CPU,AoSoA-64,75,16.852099,254.86
CPU,AoSoA-64,76,16.851018,254.88
CPU,AoSoA-64,77,16.932938,253.65
CPU,AoSoA-64,78,16.779188,255.97
CPU,AoSoA-64,79,16.828428,255.22
CPU,AoSoA-64,80,16.890448,254.28
CPU,AoSoA-64,81,16.843647,254.99
CPU,AoSoA-64,82,16.985579,252.86
CPU,AoSoA-64,83,16.856728,254.79
CPU,AoSoA-64,84,16.803608,255.60
CPU,AoSoA-64,85,16.853988,254.83
CPU,AoSoA-64,86,16.836419,255.10
CPU,AoSoA-64,87,16.923838,253.78
CPU,AoSoA-64,88,16.851558,254.87
CPU,AoSoA-64,89,16.813328,255.45
CPU,AoSoA-64,90,16.735608,256.64
CPU,AoSoA-64,91,16.863068,254.70
CPU,AoSoA-64,92,16.900588,254.13
CPU,AoSoA-64,93,16.827758,255.23
CPU,AoSoA-64,94,16.879428,254.45
CPU,AoSoA-64,95,16.835328,255.12
CPU,AoSoA-64,96,16.818297,255.37
CPU,AoSoA-64,97,16.913269,253.94
CPU,AoSoA-64,98,16.857588,254.78
CPU,AoSoA-64,99,16.875718,254.51
